date,value,satellite_flag
2012-02-29 00:00,1.0766,11000000000000000000000000000000
2012-02-29 01:00,4.0423,11000000000000000000000000000000
2012-02-29 02:00,7.8963,01000000000000000000000000100000
2012-02-29 03:00,8.6951,11000000000000000000000000000000
2012-02-29 04:00,8.0973,11000000000000000000000000000000
2012-02-29 05:00,6.0223,01000000000000000001000000000000
2012-02-29 06:00,4.1549,11000000000000000000000000000000
2012-02-29 07:00,3.1477,11000000000000000000000000000000
2012-02-29 08:00,0.6245,11000000000000000000000000000000
2012-02-29 09:00,0.0496,11000000000000000000000000000000
2012-02-29 10:00,0.0158,01000000000000000000100000000000
2012-02-29 11:00,0.0689,11000000000000000000000000000000
2012-02-29 12:00,0.0904,01000000000000000000010000000000
2012-02-29 13:00,0.1909,11000000000000000000000000000000
2012-02-29 14:00,0.0000,01000000000000000000000001100000
2012-02-29 15:00,0.0000,11000000000000000000000000000000
2012-02-29 16:00,0.0000,11000000000000000000000000000000
2012-02-29 17:00,0.0000,01000000000000000010000000000000
2012-02-29 18:00,0.0000,01000000000000000001000000000000
2012-02-29 19:00,0.0000,11000000000000000000000000000000
2012-02-29 20:00,0.0000,11000000000000000000000000000000
2012-02-29 21:00,0.0000,01000000000000000000110000000000
2012-02-29 22:00,0.0000,11000000000000000000000000000000
2012-02-29 23:00,0.0000,11000000000000000000000000000000
2012-03-01 00:00,0.0000,11000000000000000000000000000000
2012-03-01 01:00,0.0000,01000000000000000000000000100000
2012-03-01 02:00,0.0000,01000000000000000000000001000000
2012-03-01 03:00,0.0000,11000000000000000000000000000000
2012-03-01 04:00,0.0000,01000000000000000010000000000000
2012-03-01 05:00,0.0000,01000000000000000001000000000000
2012-03-01 06:00,0.0683,11000000000000000000000000000000
2012-03-01 07:00,0.0953,11000000000000000000000000000000
2012-03-01 08:00,0.0974,11000000000000000000000000000000
2012-03-01 09:00,0.0000,01000000000000000000100000000000
2012-03-01 10:00,0.2182,11000000000000000000000000000000
2012-03-01 11:00,0.0000,01000000000000000000010000000000
2012-03-01 12:00,0.0000,11000000000000000000000000000000
2012-03-01 13:00,0.0000,11000000000000000000000000000000
2012-03-01 14:00,0.0000,01000000000000000000000001100000
2012-03-01 15:00,0.0000,11000000000000000000000000000000
2012-03-01 16:00,0.0000,11000000000000000000000000000000
2012-03-01 17:00,0.0000,01000000000000000011000000000000
2012-03-01 18:00,0.0000,11000000000000000000000000000000
2012-03-01 19:00,0.0000,11000000000000000000000000000000
2012-03-01 20:00,0.0000,11000000000000000000000000000000
2012-03-01 21:00,0.0270,01000000000000000000010000000000
2012-03-01 22:00,0.0210,11000000000000000000000000000000
2012-03-01 23:00,0.0000,11000000000000000000000000000000
2012-03-02 00:00,0.0000,11000000000000000000000000000000
2012-03-02 01:00,0.0000,01000000000000000000000001100000
2012-03-02 02:00,0.0000,11000000000000000000000000000000
2012-03-02 03:00,0.0000,11000000000000000000000000000000
2012-03-02 04:00,0.0000,01000000000000000010000000000000
2012-03-02 05:00,0.0000,01000000000000000001000000000000
2012-03-02 06:00,0.0000,11000000000000000000000000000000
2012-03-02 07:00,0.0000,11000000000000000000000000000000
2012-03-02 08:00,0.0000,11000000000000000000000000000000
2012-03-02 09:00,0.0000,01000000000000000000100000000000
