date,value,satellite_flag
2007-10-02 00:00,0.0000,01000000000000000000000110000000
2007-10-02 01:00,0.0000,11000000000000000000000000000000
2007-10-02 02:00,0.0000,11000000000000000000000000000000
2007-10-02 03:00,0.0000,01000000000000000000000000100000
2007-10-02 04:00,0.0000,01000000000000000001001000000000
2007-10-02 05:00,0.0000,11000000000000000000000000000000
2007-10-02 06:00,0.0000,01000000000000000000001000000000
2007-10-02 07:00,0.0000,11000000000000000000000000000000
2007-10-02 08:00,0.0000,11000000000000000000000000000000
2007-10-02 09:00,0.0000,11000000000000000000000000000000
2007-10-02 10:00,0.0000,01000000000000000000010000000010
2007-10-02 11:00,0.0000,11000000000000000000000000000000
2007-10-02 12:00,0.0566,01000000000000000000000100000000
2007-10-02 13:00,0.0000,01000000000000000000000010001000
2007-10-02 14:00,0.0000,11000000000000000000000000000000
2007-10-02 15:00,0.0000,01000000000000000000000000000100
2007-10-02 16:00,0.0000,01000000000000000000000000100000
2007-10-02 17:00,0.0000,11000000000000000000000000000000
2007-10-02 18:00,0.0000,01000000000000000001001000000000
2007-10-02 19:00,0.0000,11000000000000000000000000000000
2007-10-02 20:00,0.0000,11000000000000000000000000000000
2007-10-02 21:00,0.0000,01000000000000000000010000000010
2007-10-02 22:00,0.5205,11000000000000000000000000000000
2007-10-02 23:00,0.1325,11000000000000000000000000000000
2007-10-03 00:00,2.3038,01000000000000000000000100000000
2007-10-03 01:00,2.1694,01000000000000000000000010001000
2007-10-03 02:00,1.9933,11000000000000000000000000000000
2007-10-03 03:00,1.4864,01000000000000000000000000100000
2007-10-03 04:00,2.0140,01000000000000000001000000000000
2007-10-03 05:00,0.0792,11000000000000000000000000000000
2007-10-03 06:00,2.4396,01000000000000000000001000000000
2007-10-03 07:00,0.6465,11000000000000000000000000000000
2007-10-03 08:00,0.0940,11000000000000000000000000000000
2007-10-03 09:00,1.2140,01000000000000000000010000000000
2007-10-03 10:00,0.0163,11000000000000000000000000000000
2007-10-03 11:00,0.0000,11000000000000000000000000000000
2007-10-03 12:00,0.0000,01000000000000000000000100000000
2007-10-03 13:00,0.0000,01000000000000000000000010001000
2007-10-03 14:00,0.0000,11000000000000000000000000000000
2007-10-03 15:00,0.0000,01000000000000000000000000000100
2007-10-03 16:00,0.0000,11000000000000000000000000000000
2007-10-03 17:00,0.0000,01000000000000000000000000100000
2007-10-03 18:00,0.2272,01000000000000000001001000000000
2007-10-03 19:00,0.0000,11000000000000000000000000000000
2007-10-03 20:00,0.5172,01000000000000000000000000000010
2007-10-03 21:00,0.0000,01000000000000000000010000000000
2007-10-03 22:00,0.0216,11000000000000000000000000000000
2007-10-03 23:00,0.6112,11000000000000000000000000000000
2007-10-04 00:00,1.9133,01000000000000000000000110000000
2007-10-04 01:00,0.0000,11000000000000000000000000000000
2007-10-04 02:00,0.0000,11000000000000000000000000000000
2007-10-04 03:00,0.0000,01000000000000000000000000100000
2007-10-04 04:00,0.0000,01000000000000000001000000000000
2007-10-04 05:00,0.1693,01000000000000000001001000000000
2007-10-04 06:00,0.0184,11000000000000000000000000000000
2007-10-04 07:00,0.0125,11000000000000000000000000000000
2007-10-04 08:00,0.0000,11000000000000000000000000000000
2007-10-04 09:00,0.0000,01000000000000000000010000000000
2007-10-04 10:00,0.0000,01000000000000000000000000000010
2007-10-04 11:00,0.0000,11000000000000000000000000000000
2007-10-04 12:00,0.0985,11000000000000000000000000000000
2007-10-04 13:00,0.7032,01000000000000000000000010001000
2007-10-04 14:00,0.0143,11000000000000000000000000000000
2007-10-04 15:00,0.0000,01000000000000000000000000000100
2007-10-04 16:00,0.0000,11000000000000000000000000000000
2007-10-04 17:00,0.0000,01000000000000000001000000100000
2007-10-04 18:00,0.0000,11000000000000000000000000000000
2007-10-04 19:00,0.0000,01000000000000000000001000000000
2007-10-04 20:00,0.0000,11000000000000000000000000000000
2007-10-04 21:00,0.0000,01000000000000000000010000000010
2007-10-04 22:00,0.0000,11000000000000000000000000000000
2007-10-04 23:00,0.0000,01000000000000000000000100000000
2007-10-05 00:00,0.0000,01000000000000000000000010001000
2007-10-05 01:00,0.0000,11000000000000000000000000000000
2007-10-05 02:00,0.0000,11000000000000000000000000000000
2007-10-05 03:00,0.0000,01000000000000000000000000100000
2007-10-05 04:00,0.0000,11000000000000000000000000000000
2007-10-05 05:00,0.0000,01000000000000000001001000000000
2007-10-05 06:00,0.0000,11000000000000000000000000000000
2007-10-05 07:00,0.0000,11000000000000000000000000000000
2007-10-05 08:00,0.0000,11000000000000000000000000000000
2007-10-05 09:00,0.0000,01000000000000000000010000000000
2007-10-05 10:00,0.0000,01000000000000000000000000000010
2007-10-05 11:00,0.0000,01000000000000000000010000000000
2007-10-05 12:00,0.0000,01000000000000000000000100000000
2007-10-05 13:00,0.0000,01000000000000000000000100000000
2007-10-05 14:00,0.1769,01000000000000000000000010000000
2007-10-05 15:00,0.0000,01000000000000000000000000000100
2007-10-05 16:00,0.0000,11000000000000000000000000000000
2007-10-05 17:00,0.0000,01000000000000000001000000100000
2007-10-05 18:00,0.0000,11000000000000000000000000000000
2007-10-05 19:00,0.0000,01000000000000000000001000000000
2007-10-05 20:00,0.0000,11000000000000000000000000000000
2007-10-05 21:00,0.0000,01000000000000000000010000000000
2007-10-05 22:00,0.0000,11000000000000000000000000000000
2007-10-05 23:00,0.0000,01000000000000000000000100000000
2007-10-06 00:00,0.0000,01000000000000000000000010001000
2007-10-06 01:00,0.0000,11000000000000000000000000000000
2007-10-06 02:00,0.0000,01000000000000000000000000100100
2007-10-06 03:00,0.0000,11000000000000000000000000000000
2007-10-06 04:00,0.0000,01000000000000000000001000000000
2007-10-06 05:00,0.0000,01000000000000000001000000000000
2007-10-06 06:00,0.0000,01000000000000000000001000000000
2007-10-06 07:00,0.0000,11000000000000000000000000000000
2007-10-06 08:00,0.0000,11000000000000000000000000000000
2007-10-06 09:00,0.0000,01000000000000000000010000000010
2007-10-06 10:00,0.0000,11000000000000000000000000000000
2007-10-06 11:00,0.0000,01000000000000000000010000000000
2007-10-06 12:00,0.0000,01000000000000000000000100000000
2007-10-06 13:00,0.0000,01000000000000000000000100000000
2007-10-06 14:00,0.0000,01000000000000000000000010001100
2007-10-06 15:00,0.0000,11000000000000000000000000000000
2007-10-06 16:00,0.0000,01000000000000000000000000100000
2007-10-06 17:00,0.0000,11000000000000000000000000000000
2007-10-06 18:00,0.0000,01000000000000000001001000000000
2007-10-06 19:00,0.0000,11000000000000000000000000000000
2007-10-06 20:00,0.0000,11000000000000000000000000000000
2007-10-06 21:00,0.0000,01000000000000000000000000000010
2007-10-06 22:00,0.0000,11000000000000000000000000000000
2007-10-06 23:00,0.0000,01000000000000000000000100000000
2007-10-07 00:00,0.0000,01000000000000000000000000001000
2007-10-07 01:00,0.0000,01000000000000000000000010000000
2007-10-07 02:00,0.0000,01000000000000000000000000000100
2007-10-07 03:00,0.0000,11000000000000000000000000000000
2007-10-07 04:00,0.0000,01000000000000000001000000000000
2007-10-07 05:00,0.0000,11000000000000000000000000000000
2007-10-07 06:00,0.0000,01000000000000000000001000000000
2007-10-07 07:00,0.0000,11000000000000000000000000000000
2007-10-07 08:00,0.0000,11000000000000000000000000000000
2007-10-07 09:00,0.0000,11000000000000000000000000000000
2007-10-07 10:00,0.0000,01000000000000000000010000000010
2007-10-07 11:00,0.0000,11000000000000000000000000000000
2007-10-07 12:00,0.0000,11000000000000000000000000000000
2007-10-07 13:00,0.0000,01000000000000000000000110000000
2007-10-07 14:00,0.0000,01000000000000000000000000001100
2007-10-07 15:00,0.0000,11000000000000000000000000000000
2007-10-07 16:00,0.0000,01000000000000000000000000100000
2007-10-07 17:00,0.0000,11000000000000000000000000000000
2007-10-07 18:00,0.0000,01000000000000000001001000000000
2007-10-07 19:00,0.0000,11000000000000000000000000000000
2007-10-07 20:00,0.0000,11000000000000000000000000000000
2007-10-07 21:00,0.0000,01000000000000000000000000000010
2007-10-07 22:00,0.0000,11000000000000000000000000000000
2007-10-07 23:00,0.0000,01000000000000000000000100000000
2007-10-08 00:00,0.0000,11000000000000000000000000000000
2007-10-08 01:00,0.0000,01000000000000000000000010000000
2007-10-08 02:00,0.0000,01000000000000000000000000000100
2007-10-08 03:00,0.0000,11000000000000000000000000000000
2007-10-08 04:00,0.0000,01000000000000000001000000100000
2007-10-08 05:00,0.0000,01000000000000000000001000000000
2007-10-08 06:00,0.0000,11000000000000000000000000000000
2007-10-08 07:00,0.0000,11000000000000000000000000000000
2007-10-08 08:00,0.0000,11000000000000000000000000000000
2007-10-08 09:00,0.0000,01000000000000000000000000000010
2007-10-08 10:00,0.0000,01000000000000000000010000000000
2007-10-08 11:00,0.0000,11000000000000000000000000000000
2007-10-08 12:00,0.0000,11000000000000000000000000000000
2007-10-08 13:00,0.0000,01000000000000000000000110000000
2007-10-08 14:00,0.0000,01000000000000000000000000001000
2007-10-08 15:00,0.0000,11000000000000000000000000000000
2007-10-08 16:00,0.0000,01000000000000000000000000100000
2007-10-08 17:00,0.0000,01000000000000000000001000000000
2007-10-08 18:00,0.0000,01000000000000000001000000000000
2007-10-08 19:00,0.0000,01000000000000000000001000000000
2007-10-08 20:00,0.0000,01000000000000000000000000000010
2007-10-08 21:00,0.0000,11000000000000000000000000000000
2007-10-08 22:00,0.0000,11000000000000000000000000000000
2007-10-08 23:00,0.0000,11000000000000000000000000000000
2007-10-09 00:00,0.0000,01000000000000000000000010000000
2007-10-09 01:00,0.0000,01000000000000000000000000000100
2007-10-09 02:00,0.0000,11000000000000000000000000000000
2007-10-09 03:00,0.0000,01000000000000000000000000100000
2007-10-09 04:00,0.0000,11000000000000000000000000000000
2007-10-09 05:00,0.0000,01000000000000000001001000000000
2007-10-09 06:00,0.0000,11000000000000000000000000000000
2007-10-09 07:00,0.0000,11000000000000000000000000000000
2007-10-09 08:00,0.0000,11000000000000000000000000000000
2007-10-09 09:00,0.0000,11000000000000000000000000000000
2007-10-09 10:00,0.0000,01000000000000000000010000000010
2007-10-09 11:00,0.0000,11000000000000000000000000000000
2007-10-09 12:00,0.0000,11000000000000000000000000000000
2007-10-09 13:00,0.0000,01000000000000000000000100001000
2007-10-09 14:00,0.6024,11000000000000000000000000000000
2007-10-09 15:00,0.0000,01000000000000000000000000000100
2007-10-09 16:00,0.0000,01000000000000000000000000100000
2007-10-09 17:00,0.0000,01000000000000000001000000000000
2007-10-09 18:00,0.0000,11000000000000000000000000000000
2007-10-09 19:00,0.0000,11000000000000000000000000000000
2007-10-09 20:00,1.1838,11000000000000000000000000000000
2007-10-09 21:00,0.0000,01000000000000000000000000000010
2007-10-09 22:00,0.3410,01000000000000000000000100000000
2007-10-09 23:00,1.7681,11000000000000000000000000000000
2007-10-10 00:00,1.6910,01000000000000000000000010000000
2007-10-10 01:00,0.6947,01000000000000000000000000001100
2007-10-10 02:00,0.0000,11000000000000000000000000000000
2007-10-10 03:00,0.0000,01000000000000000000000000100000
2007-10-10 04:00,1.0897,01000000000000000000001000000000
2007-10-10 05:00,1.4083,01000000000000000001000000000000
2007-10-10 06:00,3.2262,11000000000000000000000000000000
2007-10-10 07:00,4.0230,11000000000000000000000000000000
2007-10-10 08:00,3.8945,11000000000000000000000000000000
2007-10-10 09:00,1.2159,11000000000000000000000000000000
2007-10-10 10:00,0.3940,01000000000000000000010000000000
2007-10-10 11:00,1.8620,11000000000000000000000000000000
2007-10-10 12:00,0.5842,01000000000000000000000100000000
2007-10-10 13:00,0.0000,01000000000000000000000000001000
2007-10-10 14:00,1.2214,01000000000000000000000010000000
2007-10-10 15:00,0.0000,01000000000000000000000000100100
2007-10-10 16:00,0.0000,11000000000000000000000000000000
2007-10-10 17:00,0.0000,01000000000000000001000000000000
2007-10-10 18:00,0.0000,01000000000000000000001000000000
2007-10-10 19:00,0.0000,01000000000000000001000000000000
2007-10-10 20:00,0.0000,01000000000000000000000000000010
2007-10-10 21:00,0.6452,01000000000000000000010000000000
2007-10-10 22:00,0.0000,01000000000000000000000100000000
2007-10-10 23:00,0.0000,01000000000000000000000010000000
2007-10-11 00:00,0.0000,01000000000000000000000100000000
2007-10-11 01:00,0.0000,01000000000000000000000010001000
2007-10-11 02:00,0.0000,11000000000000000000000000000000
2007-10-11 03:00,0.0000,01000000000000000000000000100000
2007-10-11 04:00,0.0000,01000000000000000001000000000000
2007-10-11 05:00,0.0000,11000000000000000000000000000000
2007-10-11 06:00,0.0000,01000000000000000000001000000000
2007-10-11 07:00,0.0000,11000000000000000000000000000000
2007-10-11 08:00,0.0000,11000000000000000000000000000000
2007-10-11 09:00,0.0000,11000000000000000000000000000000
2007-10-11 10:00,0.0000,01000000000000000000010000000010
2007-10-11 11:00,0.0000,11000000000000000000000000000000
2007-10-11 12:00,0.0000,01000000000000000000000100000000
2007-10-11 13:00,0.0000,01000000000000000000000010001000
2007-10-11 14:00,0.0000,11000000000000000000000000000000
2007-10-11 15:00,0.0000,01000000000000000000000000000100
2007-10-11 16:00,0.0000,11000000000000000000000000000000
2007-10-11 17:00,0.0000,01000000000000000000000000100000
2007-10-11 18:00,0.0000,01000000000000000001001000000000
2007-10-11 19:00,0.0888,11000000000000000000000000000000
2007-10-11 20:00,0.8487,11000000000000000000000000000000
2007-10-11 21:00,0.2829,01000000000000000000010000000010
2007-10-11 22:00,0.0000,11000000000000000000000000000000
2007-10-11 23:00,1.7793,11000000000000000000000000000000
2007-10-12 00:00,0.7131,01000000000000000000000100001000
2007-10-12 01:00,1.9127,01000000000000000000000010000000
2007-10-12 02:00,0.0207,11000000000000000000000000000000
2007-10-12 03:00,0.0000,01000000000000000000000000100000
2007-10-12 04:00,0.0000,01000000000000000001000000000000
2007-10-12 05:00,0.0000,01000000000000000000001000000000
2007-10-12 06:00,0.0000,11000000000000000000000000000000
2007-10-12 07:00,1.2158,11000000000000000000000000000000
2007-10-12 08:00,2.0963,11000000000000000000000000000000
2007-10-12 09:00,1.0025,11000000000000000000000000000000
2007-10-12 10:00,0.7592,01000000000000000000010000000010
2007-10-12 11:00,0.0134,11000000000000000000000000000000
2007-10-12 12:00,0.0000,01000000000000000000000100000000
2007-10-12 13:00,0.0000,01000000000000000000000010000000
2007-10-12 14:00,0.0000,11000000000000000000000000000000
2007-10-12 15:00,0.0000,01000000000000000000000000000100
2007-10-12 16:00,0.0000,11000000000000000000000000000000
2007-10-12 17:00,0.0000,01000000000000000000000000100000
2007-10-12 18:00,0.0000,01000000000000000001001000000000
2007-10-12 19:00,0.0000,11000000000000000000000000000000
2007-10-12 20:00,0.0000,11000000000000000000000000000000
2007-10-12 21:00,0.0000,01000000000000000000010000000000
2007-10-12 22:00,0.0000,11000000000000000000000000000000
2007-10-12 23:00,0.0000,11000000000000000000000000000000
2007-10-13 00:00,0.0000,01000000000000000000000110001000
2007-10-13 01:00,0.0000,11000000000000000000000000000000
2007-10-13 02:00,0.0000,11000000000000000000000000000000
2007-10-13 03:00,0.0000,01000000000000000000000000100000
2007-10-13 04:00,0.0000,01000000000000000001000000000000
2007-10-13 05:00,0.0000,01000000000000000001001000000000
2007-10-13 06:00,0.0000,11000000000000000000000000000000
2007-10-13 07:00,0.0000,11000000000000000000000000000000
2007-10-13 08:00,0.0000,11000000000000000000000000000000
2007-10-13 09:00,0.0000,01000000000000000000010000000010
2007-10-13 10:00,0.0000,11000000000000000000000000000000
2007-10-13 11:00,0.0000,11000000000000000000000000000000
2007-10-13 12:00,0.0000,11000000000000000000000000000000
2007-10-13 13:00,0.0000,11000000000000000000000000000000
2007-10-13 14:00,0.0000,01000000000000000000000010001100
2007-10-13 15:00,0.0000,11000000000000000000000000000000
2007-10-13 16:00,0.0000,11000000000000000000000000000000
2007-10-13 17:00,0.0000,01000000000000000000000000100000
2007-10-13 18:00,0.0000,01000000000000000001000000000000
